gridID,TreeFrac,CropFrac,ShrubFrac,HerbFrac
4383,0.2599,0.0260,0.4132,0.2611
4384,0.2089,0.0777,0.3830,0.2846
4385,0.1512,0.0767,0.4105,0.2817
4386,0.1696,0.0144,0.5452,0.2335
4387,0.1821,0.0204,0.4941,0.2517
4388,0.1522,0.1020,0.4077,0.3022
4389,0.2013,0.0250,0.4808,0.2578
4390,0.1708,0.0383,0.4727,0.2860
4391,0.1672,0.0842,0.3937,0.3269
4392,0.1994,0.0472,0.3625,0.2832
4393,0.1637,0.0399,0.2892,0.2529
4394,0.2513,0.1321,0.1611,0.4009
4395,0.2487,0.1531,0.0929,0.4788
4396,0.3436,0.0223,0.1083,0.5030
4397,0.4006,0.0590,0.0664,0.4479
4398,0.4186,0.0909,0.0663,0.4084
4399,0.4451,0.0693,0.0795,0.3939
4400,0.3735,0.0184,0.0966,0.4953
4401,0.1628,0.0791,0.1085,0.6327
4402,0.1633,0.1924,0.0767,0.5567
4403,0.2817,0.1997,0.0442,0.4603
4404,0.3160,0.2306,0.0503,0.3919
4405,0.1600,0.1421,0.0668,0.3406
4406,0.0717,0.5054,0.0545,0.3443
4407,0.1152,0.1846,0.0852,0.5133
4408,0.0889,0.0411,0.0396,0.2015
4409,0.0085,0.0060,0.0080,0.0321
4410,0.0179,0.0121,0.0220,0.0896
4411,0.0053,0.0055,0.0079,0.0324
4412,0.0000,0.0000,0.0000,0.0000
4413,0.0000,0.0000,0.0000,0.0000
4414,0.0000,0.0000,0.0000,0.0000
4415,0.0000,0.0000,0.0000,0.0000
4416,0.0000,0.0000,0.0000,0.0000
4417,0.0000,0.0000,0.0000,0.0000
4418,0.0000,0.0000,0.0000,0.0000
4419,0.0000,0.0000,0.0000,0.0000
4420,0.0000,0.0000,0.0000,0.0000
4421,0.0000,0.0000,0.0000,0.0000
4422,0.0000,0.0000,0.0000,0.0000
4423,0.0000,0.0000,0.0000,0.0000
4424,0.0000,0.0000,0.0000,0.0000
4425,0.0000,0.0000,0.0000,0.0000
4426,0.0000,0.0000,0.0000,0.0000
4427,0.0000,0.0000,0.0000,0.0000
4428,0.0000,0.0000,0.0000,0.0000
4429,0.0000,0.0000,0.0000,0.0000
4430,0.0000,0.0000,0.0000,0.0000
4431,0.0000,0.0000,0.0000,0.0000
4432,0.0000,0.0000,0.0000,0.0000
4433,0.0000,0.0000,0.0000,0.0000
4434,0.0000,0.0000,0.0000,0.0000
4435,0.0000,0.0000,0.0000,0.0000
4436,0.0000,0.0000,0.0000,0.0000
4437,0.0000,0.0000,0.0000,0.0000
4438,0.0000,0.0000,0.0000,0.0000
4439,0.0000,0.0000,0.0000,0.0000
4440,0.0000,0.0000,0.0000,0.0000
4441,0.0000,0.0000,0.0000,0.0000
4442,0.0000,0.0000,0.0000,0.0000
4443,0.0000,0.0000,0.0000,0.0000
4444,0.0000,0.0000,0.0000,0.0000
4445,0.0000,0.0000,0.0000,0.0000
4446,0.0000,0.0000,0.0000,0.0000
4447,0.0000,0.0000,0.0000,0.0000
4448,0.0000,0.0000,0.0000,0.0000
4449,0.0000,0.0000,0.0000,0.0000
4450,0.0000,0.0000,0.0000,0.0000
4451,0.0000,0.0000,0.0000,0.0000
4452,0.0000,0.0000,0.0000,0.0000
4453,0.0000,0.0000,0.0000,0.0000
4454,0.0000,0.0000,0.0000,0.0000
4455,0.0000,0.0000,0.0000,0.0000
4456,0.0000,0.0000,0.0000,0.0000
4457,0.0000,0.0000,0.0000,0.0000
4458,0.0000,0.0000,0.0000,0.0000
4459,0.0000,0.0000,0.0000,0.0000
4460,0.0000,0.0000,0.0000,0.0000
4461,0.0000,0.0000,0.0000,0.0000
4462,0.0000,0.0000,0.0000,0.0000
4463,0.0000,0.0000,0.0000,0.0000
4464,0.0000,0.0000,0.0000,0.0000
4465,0.0000,0.0000,0.0000,0.0000
4466,0.0000,0.0000,0.0000,0.0000
4467,0.0000,0.0000,0.0000,0.0000
4468,0.0000,0.0000,0.0000,0.0000
4469,0.0000,0.0000,0.0000,0.0000
4470,0.0000,0.0000,0.0000,0.0000
4471,0.1664,0.1588,0.2224,0.3689
4472,0.2012,0.0015,0.3372,0.4078
4473,0.1363,0.0048,0.3361,0.4485
4474,0.0564,0.0200,0.2586,0.5638
4475,0.0366,0.0226,0.2871,0.5687
4476,0.0337,0.0178,0.3834,0.4948
4477,0.0245,0.0432,0.2197,0.5832
4478,0.0560,0.0026,0.3709,0.4891
4479,0.0161,0.0054,0.4249,0.4885
4480,0.0028,0.0056,0.4748,0.4474
4481,0.0038,0.0000,0.4453,0.4587
4482,0.0579,0.2655,0.2652,0.3170
4483,0.0730,0.3432,0.1821,0.2358
4484,0.0120,0.0350,0.4027,0.4593
4485,0.0016,0.0000,0.4373,0.4435
4486,0.0012,0.0005,0.4731,0.4185
4487,0.0027,0.0018,0.4081,0.4427
4488,0.0109,0.0007,0.3981,0.4787
4489,0.0030,0.0013,0.4087,0.4764
4490,0.0021,0.0009,0.4248,0.4481
4491,0.0002,0.0007,0.4141,0.4629
4492,0.0020,0.0008,0.3923,0.4904
4493,0.0060,0.0012,0.3757,0.5353
4494,0.0088,0.0000,0.4162,0.5042
4495,0.0036,0.0038,0.3890,0.4425
4496,0.0086,0.0000,0.4543,0.4473
4497,0.0025,0.0000,0.4512,0.4482
4498,0.0026,0.0002,0.4115,0.4772
4499,0.0035,0.0016,0.4018,0.4601
4500,0.0052,0.0001,0.3149,0.5173
4501,0.0014,0.0000,0.2923,0.3035
4502,0.0071,0.0000,0.4538,0.3667
4503,0.0023,0.0002,0.3781,0.3392
4504,0.0049,0.0001,0.3678,0.3195
4505,0.0037,0.0000,0.3357,0.3111
4506,0.0144,0.0007,0.3878,0.3543
4507,0.0541,0.1614,0.4001,0.3482
4508,0.0277,0.1944,0.3650,0.3802
4509,0.0275,0.1291,0.4248,0.3755
4510,0.1255,0.0253,0.4769,0.3391
4511,0.2577,0.0144,0.5135,0.2032
4512,0.1694,0.0073,0.6375,0.1701
4513,0.1568,0.0081,0.6354,0.1832
4514,0.1351,0.0032,0.6505,0.1889
4515,0.1478,0.0001,0.6187,0.2163
4516,0.1239,0.0011,0.5812,0.2747
4517,0.1164,0.0000,0.6411,0.2258
4518,0.0872,0.0161,0.5938,0.2830
4519,0.0621,0.0080,0.5632,0.3191
4520,0.0772,0.0397,0.4911,0.2799
4521,0.0956,0.0103,0.5604,0.2668
4522,0.0387,0.0260,0.5026,0.3137
4523,0.0352,0.0770,0.4644,0.3300
4524,0.0634,0.0762,0.5005,0.2985
4525,0.1125,0.0288,0.5188,0.2892
4526,0.0694,0.0178,0.5492,0.3367
4527,0.0964,0.0036,0.6060,0.2620
4528,0.1342,0.0056,0.5582,0.2697
4529,0.1842,0.0592,0.4044,0.2688
4530,0.1921,0.1384,0.3514,0.2691
4531,0.2332,0.0255,0.4324,0.2591
4532,0.1645,0.0335,0.4820,0.2728
4533,0.1761,0.0930,0.3848,0.3008
4534,0.1572,0.1013,0.3822,0.3134
4535,0.1239,0.0911,0.4797,0.2740
4536,0.2150,0.0216,0.5132,0.2256
4537,0.1650,0.1153,0.4658,0.2311
4538,0.0956,0.0578,0.4880,0.3279
4539,0.1660,0.0184,0.5172,0.2735
4540,0.1561,0.0586,0.4275,0.3291
4541,0.1313,0.0496,0.4618,0.3373
4542,0.2262,0.0273,0.3852,0.3346
4543,0.2176,0.0790,0.2100,0.4517
4544,0.1814,0.1370,0.1286,0.5250
4545,0.3159,0.0335,0.1077,0.5198
4546,0.4093,0.0317,0.0916,0.4384
4547,0.4421,0.0281,0.0766,0.4394
4548,0.4002,0.0769,0.0727,0.4347
4549,0.3127,0.0741,0.0868,0.5084
4550,0.2317,0.0889,0.0861,0.5777
4551,0.3902,0.0883,0.0604,0.4523
4552,0.3000,0.1785,0.0440,0.4646
4553,0.3490,0.1757,0.0535,0.3916
4554,0.1890,0.4802,0.0715,0.2395
4555,0.0892,0.5303,0.0511,0.2701
4556,0.0576,0.0641,0.0310,0.1489
4557,0.0740,0.0352,0.0455,0.2243
4558,0.0131,0.0058,0.0114,0.0520
4559,0.0406,0.0698,0.0433,0.1951
4560,0.0388,0.0278,0.0472,0.1830
4561,0.0246,0.0185,0.0347,0.1950
4562,0.0100,0.0083,0.0081,0.0428
4563,0.0000,0.0000,0.0000,0.0000
4564,0.0000,0.0000,0.0000,0.0000
4565,0.0000,0.0000,0.0000,0.0000
4566,0.0000,0.0000,0.0000,0.0000
4567,0.0000,0.0000,0.0000,0.0000
4568,0.0000,0.0000,0.0000,0.0000
4569,0.0000,0.0000,0.0000,0.0000
4570,0.0000,0.0000,0.0000,0.0000
4571,0.0000,0.0000,0.0000,0.0000
4572,0.0000,0.0000,0.0000,0.0000
4573,0.0000,0.0000,0.0000,0.0000
4574,0.0000,0.0000,0.0000,0.0000
4575,0.0000,0.0000,0.0000,0.0000
4576,0.0000,0.0000,0.0000,0.0000
4577,0.0000,0.0000,0.0000,0.0000
4578,0.0000,0.0000,0.0000,0.0000
4579,0.0000,0.0000,0.0000,0.0000
4580,0.0000,0.0000,0.0000,0.0000
4581,0.0000,0.0000,0.0000,0.0000
4582,0.0000,0.0000,0.0000,0.0000
4583,0.0000,0.0000,0.0000,0.0000
4584,0.0000,0.0000,0.0000,0.0000
4585,0.0000,0.0000,0.0000,0.0000
4586,0.0000,0.0000,0.0000,0.0000
4587,0.0000,0.0000,0.0000,0.0000
4588,0.0000,0.0000,0.0000,0.0000
4589,0.0000,0.0000,0.0000,0.0000
4590,0.0000,0.0000,0.0000,0.0000
4591,0.0000,0.0000,0.0000,0.0000
4592,0.0000,0.0000,0.0000,0.0000
4593,0.0000,0.0000,0.0000,0.0000
4594,0.0000,0.0000,0.0000,0.0000
4595,0.0000,0.0000,0.0000,0.0000
4596,0.0000,0.0000,0.0000,0.0000
4597,0.0000,0.0000,0.0000,0.0000
4598,0.0000,0.0000,0.0000,0.0000
4599,0.0000,0.0000,0.0000,0.0000
4600,0.0000,0.0000,0.0000,0.0000
4601,0.0000,0.0000,0.0000,0.0000
4602,0.0000,0.0000,0.0000,0.0000
4603,0.0000,0.0000,0.0000,0.0000
4604,0.0000,0.0000,0.0000,0.0000
4605,0.0000,0.0000,0.0000,0.0000
4606,0.0000,0.0000,0.0000,0.0000
4607,0.0000,0.0000,0.0000,0.0000
4608,0.0000,0.0000,0.0000,0.0000
4609,0.0000,0.0000,0.0000,0.0000
4610,0.0000,0.0000,0.0000,0.0000
4611,0.0000,0.0000,0.0000,0.0000
4612,0.0000,0.0000,0.0000,0.0000
4613,0.0000,0.0000,0.0000,0.0000
4614,0.0000,0.0000,0.0000,0.0000
4615,0.0000,0.0000,0.0000,0.0000
4616,0.0000,0.0000,0.0000,0.0000
4617,0.0000,0.0000,0.0000,0.0000
4618,0.0000,0.0000,0.0000,0.0000
4619,0.0000,0.0000,0.0000,0.0000
4620,0.1006,0.2641,0.1827,0.3591
4621,0.1690,0.0052,0.3211,0.4394
4622,0.0607,0.0294,0.2404,0.5663
4623,0.0448,0.0813,0.1850,0.5853
4624,0.0340,0.0507,0.2277,0.5875
4625,0.0298,0.0172,0.3265,0.5486
4626,0.0291,0.1029,0.2079,0.5507
4627,0.0553,0.0013,0.3871,0.4912
4628,0.0201,0.0153,0.3775,0.5302
4629,0.0171,0.0446,0.4049,0.4604
4630,0.0050,0.0064,0.4635,0.4489
4631,0.0712,0.3957,0.1849,0.2545
4632,0.0601,0.2866,0.2404,0.3085
4633,0.0015,0.0004,0.4286,0.4754
4634,0.0004,0.0002,0.4500,0.4449
4635,0.0046,0.0005,0.4393,0.4267
4636,0.0070,0.0006,0.3929,0.4990
4637,0.0065,0.0035,0.3996,0.4883
4638,0.0012,0.0037,0.4301,0.4708
4639,0.0006,0.0018,0.3988,0.4839
4640,0.0002,0.0005,0.3824,0.4767
4641,0.0018,0.0001,0.3995,0.5005
4642,0.0019,0.0019,0.3527,0.5374
4643,0.0032,0.0026,0.3945,0.4810
4644,0.0014,0.0011,0.3700,0.3983
4645,0.0016,0.0021,0.4068,0.4459
4646,0.0054,0.0003,0.4311,0.4495
4647,0.0104,0.0005,0.4595,0.4220
4648,0.0181,0.0000,0.4244,0.4709
4649,0.0041,0.0000,0.2858,0.6107
4650,0.0055,0.0000,0.3476,0.4285
4651,0.0071,0.0002,0.4045,0.3442
4652,0.0020,0.0001,0.3513,0.3702
4653,0.0035,0.0000,0.3609,0.3951
4654,0.0178,0.0000,0.3815,0.4210
4655,0.0215,0.0048,0.3441,0.3424
4656,0.0649,0.1342,0.4034,0.3560
4657,0.0363,0.1198,0.4176,0.3804
4658,0.0754,0.0283,0.4938,0.3551
4659,0.1265,0.0225,0.5208,0.2753
4660,0.0839,0.0144,0.5783,0.2819
4661,0.1271,0.0012,0.6272,0.2253
4662,0.2355,0.0005,0.5361,0.2153
4663,0.2240,0.0003,0.5631,0.1984
4664,0.2012,0.0000,0.5651,0.2169
4665,0.1776,0.0000,0.5768,0.2269
4666,0.1464,0.0000,0.6391,0.1991
4667,0.0981,0.0407,0.5646,0.2793
4668,0.0691,0.0576,0.5350,0.3258
4669,0.0620,0.0579,0.5553,0.2947
4670,0.0639,0.0044,0.6052,0.2815
4671,0.0694,0.0160,0.5318,0.2991
4672,0.0579,0.0136,0.4321,0.2749
4673,0.1265,0.0351,0.3693,0.2764
4674,0.0793,0.0269,0.5378,0.3129
4675,0.0690,0.0205,0.5782,0.3071
4676,0.1163,0.0038,0.6128,0.2395
4677,0.1672,0.0161,0.5057,0.2668
4678,0.1628,0.1139,0.3689,0.2761
4679,0.1155,0.2390,0.3059,0.2963
4680,0.1930,0.0136,0.5291,0.2215
4681,0.1530,0.0228,0.5056,0.2872
4682,0.1480,0.1386,0.4052,0.2757
4683,0.0926,0.2867,0.3212,0.2678
4684,0.1477,0.1628,0.3449,0.2926
4685,0.1661,0.0867,0.4120,0.3067
4686,0.1883,0.0321,0.4786,0.2787
4687,0.1175,0.1060,0.3960,0.3570
4688,0.1470,0.0627,0.4126,0.3588
4689,0.1057,0.0782,0.4213,0.3652
4690,0.1308,0.0566,0.3977,0.3856
4691,0.2215,0.0811,0.2971,0.3684
4692,0.1812,0.1221,0.1717,0.4900
4693,0.1668,0.1428,0.1396,0.5125
4694,0.2005,0.0982,0.1217,0.5537
4695,0.2668,0.0549,0.1153,0.5412
4696,0.3871,0.0959,0.0590,0.4456
4697,0.3165,0.1860,0.0583,0.4263
4698,0.3276,0.0923,0.0687,0.4812
4699,0.2859,0.0673,0.0834,0.5404
4700,0.3362,0.0603,0.0760,0.4530
4701,0.3727,0.1228,0.0499,0.4275
4702,0.2355,0.3858,0.0477,0.2592
4703,0.0972,0.5679,0.0424,0.2692
4704,0.2205,0.3038,0.0665,0.3350
4705,0.1600,0.0961,0.0524,0.3069
4706,0.1740,0.2223,0.0575,0.3883
4707,0.0843,0.3677,0.0576,0.3675
4708,0.0954,0.2394,0.0604,0.3244
4709,0.1162,0.2859,0.0708,0.4151
4710,0.1903,0.1342,0.0816,0.4005
4711,0.0611,0.0280,0.0421,0.2157
4712,0.0161,0.0155,0.0278,0.1249
4713,0.0009,0.0004,0.0008,0.0039
4714,0.0000,0.0000,0.0000,0.0000
4715,0.0000,0.0000,0.0000,0.0000
4716,0.0000,0.0000,0.0000,0.0000
4717,0.0000,0.0000,0.0000,0.0000
4718,0.0000,0.0000,0.0000,0.0000
4719,0.0000,0.0000,0.0000,0.0000
4720,0.0000,0.0000,0.0000,0.0000
4721,0.0000,0.0000,0.0000,0.0000
4722,0.0000,0.0000,0.0000,0.0000
4723,0.0000,0.0000,0.0000,0.0000
4724,0.0000,0.0000,0.0000,0.0000
4725,0.0000,0.0000,0.0000,0.0000
4726,0.0000,0.0000,0.0000,0.0000
4727,0.0000,0.0000,0.0000,0.0000
4728,0.0000,0.0000,0.0000,0.0000
4729,0.0000,0.0000,0.0000,0.0000
4730,0.0000,0.0000,0.0000,0.0000
4731,0.0000,0.0000,0.0000,0.0000
4732,0.0000,0.0000,0.0000,0.0000
4733,0.0000,0.0000,0.0000,0.0000
4734,0.0000,0.0000,0.0000,0.0000
4735,0.0000,0.0000,0.0000,0.0000
4736,0.0000,0.0000,0.0000,0.0000
4737,0.0000,0.0000,0.0000,0.0000
4738,0.0000,0.0000,0.0000,0.0000
4739,0.0000,0.0000,0.0000,0.0000
4740,0.0000,0.0000,0.0000,0.0000
4741,0.0000,0.0000,0.0000,0.0000
4742,0.0000,0.0000,0.0000,0.0000
4743,0.0000,0.0000,0.0000,0.0000
4744,0.0000,0.0000,0.0000,0.0000
4745,0.0000,0.0000,0.0000,0.0000
4746,0.0000,0.0000,0.0000,0.0000
4747,0.0000,0.0000,0.0000,0.0000
4748,0.0000,0.0000,0.0000,0.0000
4749,0.0000,0.0000,0.0000,0.0000
4750,0.0000,0.0000,0.0000,0.0000
4751,0.0000,0.0000,0.0000,0.0000
4752,0.0000,0.0000,0.0000,0.0000
4753,0.0000,0.0000,0.0000,0.0000
4754,0.0000,0.0000,0.0000,0.0000
4755,0.0000,0.0000,0.0000,0.0000
4756,0.0000,0.0000,0.0000,0.0000
4757,0.0000,0.0000,0.0000,0.0000
4758,0.0000,0.0000,0.0000,0.0000
4759,0.0000,0.0000,0.0000,0.0000
4760,0.0000,0.0000,0.0000,0.0000
4761,0.0000,0.0000,0.0000,0.0000
4762,0.0000,0.0000,0.0000,0.0000
4763,0.0000,0.0000,0.0000,0.0000
4764,0.0000,0.0000,0.0000,0.0000
4765,0.0000,0.0000,0.0000,0.0000
4766,0.0000,0.0000,0.0000,0.0000
4767,0.0000,0.0000,0.0000,0.0000
4768,0.0000,0.0000,0.0000,0.0000
4769,0.0267,0.3515,0.0792,0.3615
4770,0.1334,0.0473,0.2541,0.4866
4771,0.0784,0.0535,0.2204,0.5513
4772,0.0749,0.0454,0.2443,0.5554
4773,0.0320,0.0296,0.2456,0.6025
4774,0.0346,0.0311,0.2723,0.5890
4775,0.0307,0.0949,0.2184,0.5711
4776,0.1035,0.0012,0.3815,0.4589
4777,0.0405,0.0393,0.3589,0.4859
4778,0.0184,0.0154,0.3990,0.4839
4779,0.0127,0.0381,0.4068,0.4636
4780,0.0432,0.2965,0.2377,0.3100
4781,0.0368,0.1644,0.2853,0.3664
4782,0.0017,0.0016,0.4042,0.4381
4783,0.0007,0.0004,0.4236,0.3927
4784,0.0047,0.0004,0.4518,0.4323
4785,0.0074,0.0032,0.4166,0.4787
4786,0.0028,0.0027,0.4481,0.4477
4787,0.0009,0.0011,0.4346,0.4595
4788,0.0005,0.0006,0.4212,0.4473
4789,0.0022,0.0007,0.4510,0.4100
4790,0.0053,0.0032,0.3648,0.4669
4791,0.0059,0.0003,0.3694,0.4901
4792,0.0199,0.0015,0.3334,0.3867
4793,0.0071,0.0007,0.3859,0.4491
4794,0.0083,0.0012,0.4115,0.4515
4795,0.0186,0.0010,0.4297,0.4227
4796,0.0317,0.0023,0.4268,0.4249
4797,0.0524,0.0000,0.4380,0.4208
4798,0.0027,0.0000,0.4504,0.4468
4799,0.0017,0.0000,0.3586,0.4065
4800,0.0037,0.0001,0.3131,0.3068
4801,0.0103,0.0011,0.3508,0.2692
4802,0.0115,0.0002,0.4262,0.3920
4803,0.0301,0.0000,0.4232,0.4221
4804,0.0047,0.0001,0.3401,0.4366
4805,0.0167,0.0112,0.4074,0.4360
4806,0.0236,0.0082,0.4617,0.4057
4807,0.0264,0.0092,0.4812,0.3836
4808,0.0446,0.0022,0.4564,0.3851
4809,0.1011,0.0024,0.4990,0.3371
4810,0.1649,0.0250,0.5241,0.2677
4811,0.1722,0.0232,0.5205,0.2625
4812,0.2167,0.0008,0.5376,0.2318
4813,0.2188,0.0002,0.5253,0.2409
4814,0.2990,0.0000,0.5144,0.1789
4815,0.1772,0.0001,0.6202,0.1875
4816,0.1098,0.0132,0.6102,0.2424
4817,0.0870,0.0589,0.4938,0.3148
4818,0.0677,0.0291,0.5688,0.3085
4819,0.0466,0.0036,0.6169,0.2935
4820,0.0393,0.0010,0.5932,0.3380
4821,0.0756,0.0230,0.4859,0.3131
4822,0.1128,0.0496,0.3696,0.3051
4823,0.1022,0.0106,0.5683,0.2766
4824,0.1289,0.0004,0.6553,0.1916
4825,0.1744,0.0105,0.5703,0.2161
4826,0.1406,0.0414,0.5300,0.2513
4827,0.1403,0.0669,0.4634,0.2900
4828,0.1285,0.2374,0.3178,0.2740
4829,0.1661,0.0302,0.5106,0.2575
4830,0.2421,0.0130,0.4703,0.2458
4831,0.2181,0.0588,0.3782,0.3033
4832,0.2436,0.1718,0.2703,0.2790
4833,0.1645,0.2905,0.2471,0.2681
4834,0.1201,0.1910,0.3199,0.3465
4835,0.1934,0.1597,0.2915,0.3333
4836,0.1672,0.1015,0.3577,0.3498
4837,0.1386,0.0968,0.3548,0.3876
4838,0.1555,0.0862,0.3823,0.3533
4839,0.1785,0.0262,0.4078,0.3665
4840,0.2416,0.0910,0.1864,0.4515
4841,0.2281,0.0851,0.1723,0.4898
4842,0.2079,0.1367,0.1150,0.5067
4843,0.1657,0.1920,0.0959,0.4877
4844,0.2628,0.1294,0.0751,0.4910
4845,0.2245,0.1918,0.0612,0.5070
4846,0.3364,0.0824,0.0719,0.4926
4847,0.3245,0.0691,0.0772,0.5109
4848,0.3294,0.0822,0.0674,0.5037
4849,0.2801,0.0758,0.0774,0.5287
4850,0.2683,0.1398,0.0512,0.4212
4851,0.1224,0.2345,0.0474,0.3703
4852,0.1488,0.4283,0.0447,0.3607
4853,0.1996,0.4215,0.0458,0.3181
4854,0.1937,0.2321,0.0665,0.4309
4855,0.1547,0.4459,0.0413,0.3393
4856,0.2085,0.3565,0.0506,0.3650
4857,0.1152,0.4316,0.0538,0.3725
4858,0.1557,0.4053,0.0456,0.2676
4859,0.2075,0.3133,0.0578,0.3842
4860,0.1503,0.2809,0.0669,0.4242
4861,0.3119,0.1530,0.0628,0.4390
4862,0.1067,0.0975,0.0879,0.4551
4863,0.0155,0.0069,0.0228,0.0964
4864,0.0002,0.0000,0.0001,0.0007
4865,0.0000,0.0000,0.0000,0.0000
4866,0.0000,0.0000,0.0000,0.0000
4867,0.0000,0.0000,0.0000,0.0000
4868,0.0000,0.0000,0.0000,0.0000
4869,0.0000,0.0000,0.0000,0.0000
4870,0.0000,0.0000,0.0000,0.0000
4871,0.0000,0.0000,0.0000,0.0000
4872,0.0000,0.0000,0.0000,0.0000
4873,0.0000,0.0000,0.0000,0.0000
4874,0.0000,0.0000,0.0000,0.0000
4875,0.0000,0.0000,0.0000,0.0000
4876,0.0000,0.0000,0.0000,0.0000
4877,0.0000,0.0000,0.0000,0.0000
4878,0.0000,0.0000,0.0000,0.0000
4879,0.0000,0.0000,0.0000,0.0000
4880,0.0000,0.0000,0.0000,0.0000
4881,0.0000,0.0000,0.0000,0.0000
4882,0.0000,0.0000,0.0000,0.0000
4883,0.0000,0.0000,0.0000,0.0000
4884,0.0000,0.0000,0.0000,0.0000
4885,0.0000,0.0000,0.0000,0.0000
4886,0.0000,0.0000,0.0000,0.0000
4887,0.0000,0.0000,0.0000,0.0000
4888,0.0000,0.0000,0.0000,0.0000
4889,0.0000,0.0000,0.0000,0.0000
4890,0.0000,0.0000,0.0000,0.0000
4891,0.0000,0.0000,0.0000,0.0000
4892,0.0000,0.0000,0.0000,0.0000
4893,0.0000,0.0000,0.0000,0.0000
4894,0.0000,0.0000,0.0000,0.0000
4895,0.0000,0.0000,0.0000,0.0000
4896,0.0000,0.0000,0.0000,0.0000
4897,0.0000,0.0000,0.0000,0.0000
4898,0.0000,0.0000,0.0000,0.0000
4899,0.0000,0.0000,0.0000,0.0000
4900,0.0000,0.0000,0.0000,0.0000
4901,0.0000,0.0000,0.0000,0.0000
4902,0.0000,0.0000,0.0000,0.0000
4903,0.0000,0.0000,0.0000,0.0000
4904,0.0000,0.0000,0.0000,0.0000
4905,0.0000,0.0000,0.0000,0.0000
4906,0.0000,0.0000,0.0000,0.0000
4907,0.0000,0.0000,0.0000,0.0000
4908,0.0000,0.0000,0.0000,0.0000
4909,0.0000,0.0000,0.0000,0.0000
4910,0.0000,0.0000,0.0000,0.0000
4911,0.0000,0.0000,0.0000,0.0000
4912,0.0000,0.0000,0.0000,0.0000
4913,0.0000,0.0000,0.0000,0.0000
4914,0.0000,0.0000,0.0000,0.0000
4915,0.0000,0.0000,0.0000,0.0000
4916,0.0000,0.0000,0.0000,0.0000
4917,0.0000,0.0000,0.0000,0.0000
4918,0.0383,0.3995,0.0768,0.2998
4919,0.0359,0.3074,0.0914,0.4025
4920,0.1057,0.1214,0.2030,0.4688
4921,0.0970,0.0831,0.2333,0.5149
4922,0.0985,0.0158,0.2844,0.5253
4923,0.0941,0.0028,0.3306,0.5064
4924,0.0306,0.0136,0.3269,0.5416
4925,0.0407,0.0042,0.3819,0.4875
4926,0.0206,0.0196,0.3370,0.5366
4927,0.0314,0.0011,0.4216,0.4701
4928,0.0084,0.0292,0.4141,0.4313
4929,0.0121,0.0425,0.3473,0.3269
4930,0.0065,0.0165,0.3896,0.4337
4931,0.0023,0.0017,0.4514,0.3800
4932,0.0088,0.0000,0.4895,0.3713
4933,0.0017,0.0003,0.4632,0.4244
4934,0.0006,0.0043,0.4214,0.4631
4935,0.0031,0.0009,0.4082,0.4928
4936,0.0026,0.0335,0.3583,0.4772
4937,0.0032,0.0056,0.4235,0.3973
4938,0.0105,0.1509,0.3479,0.3713
4939,0.0074,0.0085,0.3807,0.4462
4940,0.0024,0.0000,0.4357,0.4807
4941,0.0067,0.0006,0.4339,0.4747
4942,0.0072,0.0024,0.4174,0.4601
4943,0.0047,0.0022,0.4291,0.4342
4944,0.0038,0.0000,0.4626,0.4392
4945,0.0453,0.0000,0.4516,0.4082
4946,0.0181,0.0001,0.3517,0.5044
4947,0.0082,0.0000,0.4170,0.3997
4948,0.0011,0.0000,0.3273,0.3769
4949,0.0183,0.0000,0.4480,0.3146
4950,0.0168,0.0016,0.4079,0.3016
4951,0.0155,0.0000,0.4413,0.3719
4952,0.0093,0.0000,0.3861,0.4127
4953,0.0143,0.0000,0.3757,0.3953
4954,0.0181,0.0005,0.4112,0.4335
4955,0.0203,0.0002,0.4571,0.3906
4956,0.0228,0.0340,0.4084,0.4017
4957,0.0978,0.0179,0.4864,0.3494
4958,0.1996,0.0281,0.4685,0.2739
4959,0.1341,0.0199,0.5430,0.2783
4960,0.1546,0.0207,0.5122,0.2909
4961,0.1468,0.0097,0.4821,0.3318
4962,0.1773,0.0011,0.4792,0.3122
4963,0.2435,0.0000,0.5215,0.2226
4964,0.1662,0.0001,0.5949,0.2228
4965,0.0903,0.0071,0.5978,0.2858
4966,0.0780,0.0463,0.5378,0.3139
4967,0.0626,0.0301,0.5605,0.3227
4968,0.0472,0.0254,0.5881,0.2862
4969,0.0652,0.0245,0.5455,0.3140
4970,0.1681,0.1300,0.3683,0.2693
4971,0.1536,0.0040,0.5672,0.2345
4972,0.1465,0.0015,0.6298,0.1946
4973,0.1643,0.0033,0.6238,0.1858
4974,0.1453,0.0107,0.5877,0.2257
4975,0.1666,0.0223,0.5157,0.2536
4976,0.1235,0.1348,0.4494,0.2539
4977,0.2055,0.0907,0.4005,0.2676
4978,0.1693,0.2532,0.3304,0.2161
4979,0.2468,0.1142,0.2910,0.3051
4980,0.2829,0.0185,0.3231,0.3389
4981,0.3051,0.0459,0.3088,0.3112
4982,0.2131,0.2305,0.2349,0.2516
4983,0.1472,0.1786,0.3064,0.3457
4984,0.1622,0.2981,0.2138,0.3034
4985,0.0859,0.3334,0.2400,0.3169
4986,0.1508,0.2152,0.2137,0.3858
4987,0.1418,0.1577,0.2110,0.3970
4988,0.2384,0.0628,0.2501,0.4125
4989,0.1921,0.2322,0.1210,0.4337
