EcoTypeID,VegID,treeSpecfrac,EcoTypeDescription
3163,Quercus kelloggii,0.007155578,
3163,Quercus lobata,1.25E-06,
3163,Quercus oblongifolia,2.17E-08,
3163,Quercus rugosa,1.55E-07,
3163,Quercus vacciniifolia,3.59E-05,
3163,Quercus wislizeni,0.00433629,
3163,Rhamnus purshiana,0.005107453,
3163,Rhus,0.008929944,
3163,Rhus choriophylla,1.30E-08,
3163,Rhus ovata,0.000576567,
3163,Salix,0.004094882,
3163,Sequoia sempervirens,0.1582605,
3163,Sequoiadendron giganteum,6.78E-10,
3163,Simmondsia chinensis,7.57E-07,
3163,Thuja plicata,0.001435907,
3163,Torreya californica,0.001084137,
3163,Tsuga heterophylla,0.003073926,
3163,Umbellularia californica,0.003026927,
3164,Abies concolor,0.024647338,
3164,Abies grandis,0.146215259,
3164,Abies lasiocarpa,0.012801889,
3164,Betula papyrifera,0.00199892,
3164,Cercocarpus ledifolius,0.002467135,
3164,Juniperus occidentalis,0.005862697,
3164,Juniperus osteosperma,0.046763511,
3164,Larix occidentalis,0.039766292,
3164,Picea engelmannii,0.155621586,
3164,Pinus contorta,0.141777218,
3164,Pinus edulis,0.012757869,
3164,Pinus ponderosa,0.097955059,
3164,Populus tremuloides,0.058845069,
3164,Populus trichocarpa,0.009878544,
3164,Pseudotsuga menziesii,0.232879124,
3164,Thuja plicata,0.009762491,
3165,Abies grandis,0.03400222,
3165,Juniperus occidentalis,0.065401377,
3165,Pinus ponderosa,0.689351354,
3165,Pseudotsuga menziesii,0.211245049,
3166,Abies grandis,0.015311417,
3166,Abies lasiocarpa,0.114962598,
3166,Acer grandidentatum,0.00112892,
3166,Juniperus occidentalis,0.007989203,
3166,Juniperus osteosperma,0.002398374,
3166,Juniperus scopulorum,0.000744466,
3166,Picea engelmannii,0.03479512,
3166,Pinus albicaulis,0.005159205,
3166,Pinus contorta,0.289182607,
3166,Pinus edulis,0.003684448,
3166,Pinus flexilis,0.012066903,
3166,Pinus monticola,0.000968344,
3166,Pinus ponderosa,0.024474022,
3166,Populus tremuloides,0.055705432,
3166,Pseudotsuga menziesii,0.430207145,
3166,Thuja plicata,0.001221795,
3167,Abies concolor,0.018116723,
3167,Abies magnifica,0.018277595,
3167,Larix occidentalis,0.000864274,
3167,Picea engelmannii,0.004293298,
3167,Pinus albicaulis,0.00042624,
3167,Pinus contorta,0.863930445,
3167,Pinus flexilis,0.002498468,
3167,Pinus lambertiana,0.001673823,
3167,Pinus monticola,0.00492853,
3167,Pinus ponderosa,0.078173599,
3167,Pseudotsuga menziesii,0.004614806,
3167,Tsuga mertensiana,0.0019833,
3167,UNKNOWN Tree,0.000218899,
3168,Abies amabilis,0.000138365,
3168,Abies grandis,6.15E-06,
3168,Abies lasiocarpa,0.01353825,
3168,Acer circinatum,6.03E-05,
3168,Acer glabrum,0.1621233,
3168,Acer negundo,2.29E-05,
3168,Alnus,0.04758927,
3168,Alnus incana ssp. rugosa,4.34E-05,
3168,Alnus rubra,1.31E-05,
3168,Alnus sinuata,0.0307907,
3168,Alnus tenuifolia,0.001636658,
3168,Alnus viridis ssp. sinuata,0.005711307,
3168,Betula glandulosa,0.000281958,
3168,Betula occidentalis,0.000171988,
3168,Cornus canadensis,0.05243915,
3168,Cornus sericea ssp. sericea,3.73E-05,
3168,Cornus stolonifera,0.01717332,
3168,Cornus stolonifera var. occidentalis,0.001065903,
3168,Corylus,3.10E-05,
3168,Corylus cornuta,0.000505036,
3168,Crataegus,0.007872431,
3168,Crataegus columbiana,0.000702301,
3168,Crataegus douglasii,0.002990403,
3168,Crataegus douglasii var. douglasii,0.000621653,
3168,Elaeagnus commutata,0.000176601,
3168,Fraxinus pennsylvanica,1.51E-05,
3168,Juniperus,0.05871794,
3168,Juniperus horizontalis,0.000796525,
3168,Juniperus occidentalis,0.003434498,
3168,Juniperus osteosperma,1.34E-05,
3168,Juniperus scopulorum,0.001587422,
3168,Picea engelmannii,5.42E-09,
3168,Pinus albicaulis,0.01374791,
3168,Pinus contorta,0.000687361,
3168,Pinus ponderosa,0.008264745,
3168,Populus,6.31E-06,
3168,Populus balsamifera ssp. trichocarpa,0.000551204,
3168,Populus deltoides,3.06E-05,
3168,Populus tremuloides,0.001472424,
3168,Populus tremuloides,5.09E-05,
3168,Prunus emarginata,0.000361387,
3168,Prunus virginiana,0.03266104,
3168,Pseudotsuga menziesii,0.003791914,
3168,Pseudotsuga menziesii var. glauca,0.00405851,
3168,Salix,0.1232239,
3168,Salix lasiandra,0.001810689,
3168,Salix scouleriana,0.3837081,
3168,Sassafras albidum,8.70E-07,
3168,Sorbus,0.002027094,
3168,Sorbus sitchensis,0.013098,
3168,Taxus brevifolia,9.74E-07,
3168,Tsuga mertensiana,0.000138365,
3169,Abies lasiocarpa,0.392353247,
3169,Picea engelmannii,0.098181818,
3169,Pinus albicaulis,0.008727273,
3169,Pinus contorta,0.116578355,
3169,Pinus flexilis,0.063092641,
3169,Pinus ponderosa,0.026070996,
3169,Pseudotsuga menziesii,0.087044156,
3169,Tsuga mertensiana,0.207951515,
3170,Abies grandis,0.326605903,
3170,Picea sitchensis,0.673394097,
3171,Abies amabilis,0.009341165,
3171,Abies grandis,0.003446445,
3171,Abies lasiocarpa,0.268504939,
3171,Abies magnifica,0.007671932,
3171,Abies procera,0.000410716,
3171,Castanopsis chrysophylla,1.67E-07,
3171,Chamaecyparis nootkatensis,0.003483327,
3171,Juniperus occidentalis,3.34E-07,
3171,Larix lyallii,0.005093816,
3171,Larix occidentalis,0.001454112,
3171,Picea engelmannii,0.262008913,
3171,Pinus albicaulis,0.061999959,
3171,Pinus contorta,0.260552631,
3171,Pinus monticola,0.00385666,
3171,Pseudotsuga menziesii,0.095031323,
3171,Taxus brevifolia,1.67E-07,
3171,Thuja plicata,3.55E-05,
3171,Tsuga heterophylla,0.004647719,
3171,Tsuga mertensiana,0.012460173,
3172,Abies amabilis,0.013768588,
3172,Abies concolor,0.598827855,
3172,Calocedrus decurrens,0.001276684,
3172,Juniperus occidentalis,0.000945016,
3172,Pinus albicaulis,0.005156129,
3172,Pinus contorta,0.130602626,
3172,Pinus jeffreyi,0.005828788,
3172,Pinus lambertiana,0.001487349,
3172,Pinus monticola,0.007119556,
3172,Pinus ponderosa,0.197805278,
3172,Populus tremuloides,0.003867345,
3172,Quercus kelloggii,0.000846626,
3172,Tsuga mertensiana,0.03246816,
3173,Abies amabilis,0.000669271,
3173,Abies concolor,0.053376375,
3173,Abies grandis,0.016365571,
3173,Abies magnifica,0.041226178,
3173,Abies procera,0.015826022,
3173,Acer macrophyllum,0.000544141,
3173,Alnus rubra,0.001111816,
3173,Calocedrus decurrens,0.004388719,
3173,Chamaecyparis nootkatensis,0.002970393,
3173,Pinus albicaulis,0.006585375,
3173,Pinus contorta,0.435073821,
3173,Pinus jeffreyi,0.011570468,
3173,Pinus lambertiana,0.008267162,
3173,Pinus monticola,0.008982926,
3173,Pinus ponderosa,0.288613668,
3173,Populus tremuloides,0.04048975,
3173,Pseudotsuga menziesii,0.035551724,
3173,Quercus garryana,0.000877055,
3173,Thuja plicata,0.000561935,
3173,Tsuga heterophylla,0.021946465,
3173,Tsuga mertensiana,0.005001165,
3174,Abies amabilis,0.227386274,
3174,Abies concolor,0.01068947,
3174,Abies grandis,0.024261394,
3174,Abies lasiocarpa,0.023688966,
3174,Abies magnifica,0.006009988,
3174,Abies magnifica,1.15E-08,
3174,Abies procera,0.055901389,
3174,Acer macrophyllum,0.000342248,
3174,Alnus rubra,0.00159651,
3174,Calocedrus decurrens,0.001980579,
3174,Castanopsis chrysophylla,0.000164545,
3174,Chamaecyparis nootkatensis,0.013790806,
3174,Juniperus occidentalis,1.15E-08,
3174,Larix occidentalis,0.003294328,
3174,Picea engelmannii,0.012624271,
3174,Picea sitchensis,2.09E-05,
3174,Pinus albicaulis,0.000544887,
3174,Pinus contorta,0.016406627,
3174,Pinus lambertiana,6.49E-05,
3174,Pinus monticola,0.005841887,
3174,Pinus ponderosa,0.003181676,
3174,Populus tremuloides,4.01E-05,
3174,Populus trichocarpa,0.000613699,
3174,Prunus,8.95E-05,
3174,Pseudotsuga menziesii,0.310148899,
3174,Salix,5.37E-06,
3174,Taxus brevifolia,0.000800624,
3174,Thuja plicata,0.016131023,
3174,Tsuga heterophylla,0.162541248,
3174,Tsuga mertensiana,0.101826768,
3174,UNKNOWN Tree,1.11E-05,
3177,Abies concolor,9.29E-05,
3177,Abies grandis,9.46E-05,
3177,Acer circinatum,4.96E-05,
3177,Acer macrophyllum,2.07E-07,
3177,Aesculus californica,0.000100878,
3177,Alnus,9.57E-05,
3177,Alnus rubra,2.57E-05,
3177,Arbutus,0.006163819,
3177,Arbutus menziesii,0.03383735,
3177,Castanopsis,0.000715245,
3177,Castanopsis chrysophylla,0.004213314,
3177,Castanopsis sempervirens,0.06421455,
3177,Cercis,0.000817998,
3177,Chamaecyparis lawsoniana,3.17E-06,
3177,Cornus,0.004774477,
3177,Cornus nuttallii,0.02422531,
3177,Corylus,0.001830291,
3177,Corylus cornuta,0.000200209,
3177,Corylus cornuta var. californica,0.009395368,
3177,Cupressus,4.98E-05,
3177,Cupressus macnabiana,0.000421721,
3177,Eucalyptus,0.002350386,
3177,Juniperus californica,6.77E-05,
3177,Libocedrus decurrens,0.0133939,
3177,Lithocarpus densiflorus,0.06502397,
3177,Morella californica,0.000532497,
3177,Myrica cerifera,0.000531959,
3177,Oemleria cerasiformis,5.77E-06,
3177,Picea sitchensis,1.01E-05,
3177,Pinus,0.00021181,
3177,Pinus attenuata,0.000293582,
3177,Pinus contorta var. contorta,5.65E-06,
3177,Pinus jeffreyi,1.40E-06,
3177,Pinus lambertiana,4.18E-06,
3177,Pinus muricata,0.000438819,
3177,Pinus ponderosa,0.000297002,
3177,Pinus radiata,0.006320318,
3177,Pinus sabiniana,0.02513672,
3177,Populus balsamifera ssp. trichocarpa,6.14E-09,
3177,Prunus emarginata,0.00099548,
3177,Prunus virginiana,0.003052137,
3177,Pseudotsuga,7.69E-05,
3177,Pseudotsuga menziesii,0.0448996,
3177,Quercus,0.2564216,
3177,Quercus agrifolia,0.1970078,
3177,Quercus chrysolepis,0.01673574,
3177,Quercus douglasii,0.0721897,
3177,Quercus garryana,6.53E-06,
3177,Quercus garryana var. breweri,1.80E-05,
3177,Quercus kelloggii,0.02884268,
3177,Quercus lobata,4.76E-07,
3177,Quercus vacciniifolia,0.004319653,
3177,Quercus wislizeni,0.000881097,
3177,Rhamnus purshiana,0.000203202,
3177,Rhus,2.72E-07,
3177,Rhus ovata,0.000304743,
3177,Salix,0.03685699,
3177,Salix scouleriana,0.000136717,
3177,Sequoia sempervirens,0.02086136,
3177,Thuja plicata,4.12E-06,
3177,Torreya californica,0.04227225,
3177,Tsuga heterophylla,9.46E-05,
3177,Umbellularia californica,0.007870432,
3178,Abies amabilis,0.095242166,
3178,Abies grandis,0.005849654,
3178,Abies procera,0.002358542,
3178,Acer macrophyllum,0.01494688,
3178,Alnus rubra,0.04484234,
3178,Arbutus menziesii,5.40E-05,
3178,Chamaecyparis nootkatensis,0.001948713,
3178,Cornus nuttallii,1.14E-05,
3178,Fraxinus latifolia,0.00119021,
3178,Picea engelmannii,0.000197688,
3178,Picea sitchensis,0.003326466,
3178,Pinus contorta,0.002165105,
3178,Pinus monticola,0.000980506,
3178,Pinus ponderosa,0.001142488,
3178,Populus trichocarpa,0.001626393,
3178,Prunus,0.000464295,
3178,Pseudotsuga menziesii,0.279717128,
3178,Quercus garryana,0.000489233,
3178,Taxus brevifolia,0.00177942,
3178,Thuja plicata,0.103555837,
3178,Tsuga heterophylla,0.434999704,
3178,Tsuga mertensiana,0.00215955,
3178,UNKNOWN Tree,0.000952281,
3179,Acer negundo,0.003319372,
3179,Celtis occidentalis,0.002372371,
3179,Crataegus,0.000339606,
3179,Fraxinus,0.003186694,
3179,Fraxinus pennsylvanica,0.003646805,
3179,Juniperus osteosperma,0.005085565,
3179,Juniperus scopulorum,0.071071316,
3179,Juniperus virginiana,0.017002195,
3179,Pinus ponderosa,0.756713298,
3179,Populus tremuloides,0.010914854,
3179,Quercus,0.108195452,
3179,Quercus macrocarpa,0.018152472,
3180,Juniperus monosperma,0.63401226,
3180,Pinus edulis,0.087403599,
3180,Populus angustifolia,0.244888274,
3180,Quercus,0.033695867,
3181,Abies amabilis,8.20E-07,
3181,Abies concolor,0.001540375,
3181,Abies grandis,0.001753633,
3181,Abies lasiocarpa,0.007634207,
3181,Abies procera,0.000472447,
3181,Acer grandidentatum,0.001614195,
3181,Calocedrus decurrens,0.007242141,
3181,Celtis,7.96E-05,
3181,Cercocarpus ledifolius,0.002452051,
3181,Juniperus deppeana,0.000102118,
3181,Juniperus monosperma,0.003894,
3181,Juniperus occidentalis,0.075626017,
3181,Juniperus osteosperma,0.320430412,
3181,Juniperus scopulorum,0.006558488,
3181,Picea engelmannii,0.003259559,
3181,Pinus contorta,0.151593248,
3181,Pinus edulis,0.044669647,
3181,Pinus jeffreyi,0.001255758,
3181,Pinus monticola,0.000579896,
3181,Pinus ponderosa,0.283873161,
3181,Pinus quadrifolia,0.019898972,
3181,Populus tremuloides,8.53E-05,
3181,Prunus,0.000727126,
3181,Pseudotsuga menziesii,0.027319511,
3181,Quercus,0.008961324,
3181,Quercus douglasii,0.002735847,
3181,Quercus emoryi,0.001831144,
3181,Quercus gambelii,0.012815953,
3181,Quercus garryana,0.001412831,
3181,Quercus lobata,0.001527662,
3181,Tsuga heterophylla,7.96E-05,
3181,Tsuga mertensiana,0.007972958,
3182,Abies amabilis,0.034181381,
3182,Abies concolor,0.006007613,
3182,Abies grandis,0.011435481,
3182,Abies lasiocarpa,0.058940154,
3182,Abies procera,0.015796227,
3182,Acer barbatum,6.26E-05,
3182,Acer macrophyllum,0.002758169,
3182,Acer rubrum,0.002632476,
3182,Alnus rhombifolia,0.000692047,
3182,Alnus rubra,0.016447044,
3182,Arbutus menziesii,0.002964212,
3182,Betula,5.92E-05,
3182,Betula papyrifera,0.001025996,
3182,Calocedrus decurrens,5.36E-05,
3182,Carpinus caroliniana,0.00055001,
3182,Carya,0.000919284,
3182,Castanopsis chrysophylla,0.000203301,
3182,Celtis,2.05E-05,
3182,Cercocarpus ledifolius,0.002460387,
3182,Chamaecyparis thyoides,1.76E-05,
3182,Cornus florida,0.000257184,
3182,Diospyros virginiana,0.000155956,
3182,Fraxinus,0.002988148,
3182,Juniperus monosperma,0.002360213,
3182,Juniperus occidentalis,2.11E-07,
3182,Juniperus osteosperma,0.010366673,
3182,Juniperus scopulorum,0.000534509,
3182,Larix occidentalis,0.007458981,
3182,Liquidambar styraciflua,0.002542319,
3182,Liriodendron tulipifera,0.00305479,
3182,Lithocarpus densiflorus,0.001640539,
3182,Magnolia acuminata,0.000192862,
3182,Magnolia grandiflora,6.30E-05,
3182,Magnolia virginiana,0.00539444,
3182,Nyssa aquatica,0.004149643,
3182,Nyssa ogeche,6.66E-05,
3182,Nyssa sylvatica,0.007689909,
3182,Nyssa sylvatica,0.002386258,
3182,Oxydendrum arboreum,0.00106596,
3182,Persea borbonia,3.40E-05,
3182,Picea engelmannii,0.022938236,
3182,Picea sitchensis,0.001736918,
3182,Pinus albicaulis,0.002271216,
3182,Pinus aristata,9.79E-05,
3182,Pinus attenuata,8.59E-05,
3182,Pinus clausa,0.003950665,
3182,Pinus contorta,0.034216916,
3182,Pinus echinata,0.000890603,
3182,Pinus edulis,0.006942925,
3182,Pinus elliottii,0.012785514,
3182,Pinus flexilis,0.000748355,
3182,Pinus lambertiana,1.05E-07,
3182,Pinus monticola,0.001778042,
3182,Pinus palustris,0.007318209,
3182,Pinus ponderosa,0.128665814,
3182,Pinus rigida,0.000247272,
3182,Pinus serotina,0.000380452,
3182,Pinus strobus,0.001473617,
3182,Pinus taeda,0.010455143,
3182,Platanus occidentalis,0.000249171,
3182,Populus tremuloides,0.006472422,
3182,Populus trichocarpa,0.003598473,
3182,Prunus,0.000448465,
3182,Prunus serotina,0.000439502,
3182,Pseudotsuga menziesii,0.361238249,
3182,Quercus alba,0.001496816,
3182,Quercus coccinea,0.000122845,
3182,Quercus douglasii,1.05E-07,
3182,Quercus falcata,0.000822273,
3182,Quercus falcata,0.000227343,
3182,Quercus garryana,0.001201987,
3182,Quercus kelloggii,0.003624835,
3182,Quercus laevis,0.001681875,
3182,Quercus laurifolia,0.002328263,
3182,Quercus lyrata,0.000170613,
3182,Quercus nigra,0.002682247,
3182,Quercus prinus,0.000490643,
3182,Quercus rubra,6.21E-05,
3182,Quercus stellata,0.000401119,
3182,Quercus stellata,0.000158697,
3182,Quercus velutina,0.000319609,
3182,Quercus virginiana,0.003095598,
3182,Salix,0.002866041,
3182,Sequoia sempervirens,0.016068068,
3182,Taxodium distichum,0.003760334,
3182,Taxodium distichum,0.000960619,
3182,Taxus brevifolia,0.000364635,
3182,Thuja plicata,0.025006993,
3182,Tsuga,0.000124427,
3182,Tsuga heterophylla,0.110271592,
3182,Tsuga mertensiana,0.001083148,
3182,Ulmus,0.00023483,
3182,UNKNOWN Tree,0.00130079,
3182,UNKNOWN Umbellularia/Vaccinium,1.20E-05,
3183,Juniperus osteosperma,0.894485434,
3183,Pinus quadrifolia,0.040090278,
3183,Populus angustifolia,0.065424288,
3184,Abies concolor,0.037922955,
3184,Acer macrophyllum,0.003728498,
3184,Aesculus,0.005097506,
3184,Alnus rhombifolia,0.01361438,
3184,Alnus rubra,0.041636076,
3184,Arbutus menziesii,0.03380765,
3184,Calocedrus decurrens,0.004576636,
3184,Castanopsis chrysophylla,0.000393511,
3184,Juniperus californica,3.94E-07,
3184,Lithocarpus densiflorus,0.033687388,
3184,Olneya tesota,0.00813322,
3184,Picea breweriana,0.000274827,
3184,Pinus coulteri,0.040083323,
3184,Pinus jeffreyi,0.069093923,
3184,Pinus lambertiana,0.005502452,
3184,Pinus ponderosa,0.011601085,
3184,Pinus sabiniana,0.006453503,
3184,Platanus racemosa,0.002351603,
3184,Pseudotsuga macrocarpa,0.085909227,
3184,Pseudotsuga menziesii,0.03272648,
3184,Quercus agrifolia,0.133092311,
3184,Quercus chrysolepis,0.188183469,
3184,Quercus douglasii,0.087325158,
3184,Quercus garryana,0.056747217,
3184,Quercus kelloggii,0.060409867,
3184,Quercus lobata,0.015313417,
3184,Quercus wislizeni,0.014414808,
3184,Sequoia sempervirens,0.00721253,
3184,UNKNOWN Tree,0.000706585,
3185,Liquidambar styraciflua,0.105097325,
3185,Pinus rigida,0.12169164,
3185,Pinus taeda,0.248214536,
3185,Quercus alba,0.036409466,
3185,Quercus ilicifolia,0.049642907,
3185,Quercus nigra,0.346450077,
3185,Quercus phellos,0.083251645,
3185,Sassafras albidum,0.009242403,
3186,Acer macrophyllum,0.088251458,
3186,Acer rubrum,0.069440293,
3186,Alnus rubra,0.031586559,
3186,Betula,0.034305549,
3186,Carpinus caroliniana,0.000838837,
3186,Carya,0.02337174,
3186,Cornus florida,0.012707901,
3186,Fagus grandifolia,0.011849781,
3186,Juglans nigra,0.011377332,
3186,Liquidambar styraciflua,0.035395073,
3186,Liriodendron tulipifera,0.213479246,
3186,Nyssa sylvatica,0.011483392,
3186,Oxydendrum arboreum,0.031210529,
3186,Pinus echinata,0.023381382,
3186,Pinus virginiana,0.102800945,
3186,Pseudotsuga menziesii,0.021809767,
3186,Quercus alba,0.07588102,
3186,Quercus coccinea,0.011599094,
3186,Quercus falcata,0.022937859,
3186,Quercus nigra,0.001436629,
3186,Quercus rubra,0.022629321,
3186,Quercus velutina,0.091095791,
3186,Thuja plicata,0.035607193,
3186,Ulmus,0.011338765,
3186,UNKNOWN Tree,0.004184544,
3187,Acer barbatum,0.004161916,
3187,Acer rubrum,0.031327392,
3187,Acer saccharum,0.016602786,
3187,Betula lenta,0.014340659,
3187,Carpinus caroliniana,0.00114353,
3187,Carya,0.036920382,
3187,Celtis,0.004668858,
3187,Celtis occidentalis,0.000694761,
3187,Cercis canadensis,0.000309152,
3187,Cornus florida,0.023045113,
3187,Crataegus,0.000124658,
3187,Diospyros virginiana,0.002875445,
3187,Fagus grandifolia,0.001190069,
3187,Fraxinus,0.000417189,
3187,Fraxinus americana,0.005255582,
3187,Fraxinus pennsylvanica,0.005401848,
3187,Gordonia lasianthus,0.001966273,
3187,Juglans nigra,0.000947401,
3187,Juniperus virginiana,0.003583503,
3187,Liquidambar styraciflua,0.071286105,
3187,Liriodendron tulipifera,0.002034419,
3187,Magnolia grandiflora,0.000217736,
3187,Magnolia virginiana,0.004225076,
3187,Malus,0.000131306,
3187,Nyssa sylvatica,0.007469509,
3187,Nyssa sylvatica,0.006018489,
3187,Oxydendrum arboreum,0.002709234,
3187,Persea borbonia,0.012164961,
3187,Pinus echinata,0.019709264,
3187,Pinus elliottii,0.010431383,
3187,Pinus serotina,0.02749956,
3187,Pinus taeda,0.268925581,
3187,Pinus virginiana,0.082467099,
3187,Prunus serotina,0.008227429,
3187,Prunus virginiana,0.000947401,
3187,Quercus alba,0.01082364,
3187,Quercus coccinea,0.00568773,
3187,Quercus falcata,0.03598794,
3187,Quercus laurifolia,0.044614275,
3187,Quercus lyrata,0.005923749,
3187,Quercus marilandica,0.001981231,
3187,Quercus michauxii,0.000628276,
3187,Quercus muehlenbergii,0.002084282,
3187,Quercus nigra,0.0230983,
3187,Quercus palustris,0.001515842,
3187,Quercus phellos,0.000295855,
3187,Quercus prinus,0.016029359,
3187,Quercus rubra,0.016293634,
3187,Quercus stellata,0.03757359,
3187,Quercus velutina,0.006901068,
3187,Quercus virginiana,0.080512461,
3187,Robinia pseudoacacia,0.001512517,
3187,Sassafras albidum,0.00077288,
3187,Taxodium distichum,0.003954152,
3187,Tilia americana,0.000525226,
3187,Tsuga canadensis,0.006197997,
3187,Ulmus,0.002469891,
3187,Ulmus alata,0.005179125,
3187,Ulmus americana,0.007958168,
3187,Ulmus rubra,0.001701998,
3187,UNKNOWN Umbellularia/Vaccinium,0.000335746,
3191,Abies balsamea,0.018440474,
3191,Acer negundo,0.001416217,
3191,Acer pensylvanicum,0.000342742,
3191,Acer rubrum,0.080256273,
3191,Acer saccharinum,0.00161339,
3191,Acer saccharum,0.07251724,
3191,Acer spicatum,0.000255131,
3191,Aesculus,0.000277852,
3191,Aesculus flava,9.94E-05,
3191,Alnus glutinosa,0.000388569,
3191,Betula,5.10E-05,
3191,Betula alleghaniensis,0.005882451,
3191,Betula lenta,0.00081045,
3191,Betula nigra,0.00045731,
3191,Betula papyrifera,0.018174367,
3191,Betula populifolia,0.000910384,
3191,Carpinus caroliniana,0.002252084,
3191,Carya,0.00882926,
3191,Carya cordiformis,0.001075016,
3191,Carya glabra,0.001533481,
3191,Carya ovata,0.001209994,
3191,Carya texana,0.002654709,
3191,Carya tomentosa,0.002854,
3191,Castanea pumila,7.49E-05,
3191,Celtis occidentalis,0.000830283,
3191,Cercis canadensis,0.000449415,
3191,Cornus florida,0.004467582,
3191,Crataegus,0.000608848,
3191,Diospyros virginiana,0.000672005,
3191,Fagus grandifolia,0.013672126,
3191,Fraxinus,0.006128725,
3191,Fraxinus americana,0.014432127,
3191,Fraxinus nigra,0.005591891,
3191,Fraxinus pennsylvanica,0.004963403,
3191,Gleditsia triacanthos,0.001322444,
3191,Gordonia lasianthus,0.002325831,
3191,Juglans cinerea,0.000502752,
3191,Juglans nigra,0.000798126,
3191,Juniperus virginiana,0.002979929,
3191,Larix laricina,0.001426037,
3191,Liquidambar styraciflua,0.035839435,
3191,Liriodendron tulipifera,0.015823697,
3191,Maclura pomifera,0.000458465,
3191,Magnolia acuminata,0.000105711,
3191,Magnolia grandiflora,0.000208533,
3191,Magnolia virginiana,0.00340566,
3191,Malus,0.000556859,
3191,Morus rubra,5.80E-05,
3191,Nyssa aquatica,0.002913113,
3191,Nyssa sylvatica,0.006914143,
3191,Nyssa sylvatica,0.004916228,
3191,Ostrya virginiana,0.00431797,
3191,Oxydendrum arboreum,0.003912649,
3191,Persea borbonia,0.002095347,
3191,Picea glauca,0.00480243,
3191,Picea mariana,0.003769968,
3191,Picea rubens,0.004050516,
3191,Pinus banksiana,0.019697258,
3191,Pinus clausa,0.000315592,
3191,Pinus echinata,0.018580266,
3191,Pinus elliottii,0.024224724,
3191,Pinus palustris,0.012169453,
3191,Pinus resinosa,0.046210264,
3191,Pinus serotina,0.002499127,
3191,Pinus strobus,0.010184438,
3191,Pinus taeda,0.155863582,
3191,Pinus virginiana,0.005172706,
3191,Platanus occidentalis,0.000618861,
3191,Populus,9.63E-05,
3191,Populus balsamifera,0.003809441,
3191,Populus deltoides,0.000214502,
3191,Populus grandidentata,0.016781834,
3191,Populus tremuloides,0.043534952,
3191,Prunus,1.46E-05,
3191,Prunus pensylvanica,0.000654098,
3191,Prunus serotina,0.011949559,
3191,Prunus virginiana,7.36E-05,
3191,Quercus alba,0.04010272,
3191,Quercus coccinea,0.003969259,
3191,Quercus ellipsoidalis,0.000284784,
3191,Quercus falcata,0.007269978,
3191,Quercus falcata,0.001005119,
3191,Quercus ilicifolia,3.23E-05,
3191,Quercus laevis,0.000842798,
3191,Quercus laurifolia,0.002784489,
3191,Quercus lyrata,0.000753647,
3191,Quercus macrocarpa,0.007464841,
3191,Quercus marilandica,0.004568479,
3191,Quercus michauxii,0.000454229,
3191,Quercus muehlenbergii,0.001235026,
3191,Quercus nigra,0.014809528,
3191,Quercus palustris,0.000888433,
3191,Quercus phellos,0.002932368,
3191,Quercus prinus,0.008624578,
3191,Quercus rubra,0.032557971,
3191,Quercus shumardii,0.000133246,
3191,Quercus stellata,0.013946704,
3191,Quercus stellata,0.000643315,
3191,Quercus velutina,0.014989564,
3191,Robinia pseudoacacia,0.000906148,
3191,Salix,0.00052066,
3191,Salix nigra,0.000798704,
3191,Sassafras albidum,0.001989443,
3191,Taxodium distichum,0.005736305,
3191,Taxodium distichum,0.0020707,
3191,Thuja occidentalis,0.022433994,
3191,Tilia americana,0.024578826,
3191,Tsuga canadensis,0.007361633,
3191,Ulmus,0.003372349,
3191,Ulmus alata,0.002323905,
3191,Ulmus americana,0.008255072,
3191,Ulmus crassifolia,0.000230292,
3191,Ulmus rubra,0.002708046,
3191,Ulmus thomasii,0.000460969,
3191,Unknown ,0.00512996,
3191,UNKNOWN Tree,0.000387029,
3191,UNKNOWN Umbellularia/Vaccinium,8.05E-05,
3192,Abies balsamea,0.057185955,
3192,Acer rubrum,0.150532901,
3192,Acer saccharum,0.281639958,
3192,Acer spicatum,2.09E-05,
3192,Alnus glutinosa,4.87E-05,
3192,Betula alleghaniensis,0.004706977,
3192,Betula papyrifera,0.00409514,
3192,Carya cordiformis,0.002197053,
3192,Crataegus,4.87E-05,
3192,Fagus grandifolia,0.020579991,
3192,Fraxinus americana,0.0499621,
3192,Fraxinus nigra,3.48E-05,
3192,Fraxinus pennsylvanica,0.007814835,
3192,Juglans cinerea,0.008809071,
3192,Juglans nigra,0.001439209,
3192,Malus,0.011708346,
3192,Ostrya virginiana,0.009379191,
3192,Picea rubens,0.068783058,
3192,Pinus strobus,0.031606973,
3192,Populus deltoides,0.010283042,
3192,Populus tremuloides,0.095884681,
3192,Prunus serotina,0.016283222,
3192,Prunus virginiana,7.65E-05,
3192,Quercus rubra,0.011617961,
3192,Salix nigra,0.02343755,
3192,Thuja occidentalis,0.003330343,
3192,Tilia americana,0.040624625,
3192,Tsuga canadensis,0.075687089,
3192,Ulmus americana,0.010630677,
3192,Ulmus rubra,0.001550452,
3193,Abies balsamea,0.007593924,
3193,Acer negundo,5.18E-07,
3193,Acer pensylvanicum,0.2049112,
3193,Acer rubrum,0.05425073,
3193,Acer saccharum,0.08893156,
3193,Acer spicatum,0.003966517,
3193,Aesculus,4.17E-07,
3193,Alnus,0.03837059,
